
---------- Begin Simulation Statistics ----------
simSeconds                                   0.712622                       # Number of seconds simulated (Second)
simTicks                                 712621739000                       # Number of ticks simulated (Tick)
finalTick                                712621739000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5709.12                       # Real time elapsed on the host (Second)
hostTickRate                                124821681                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1226224                       # Number of bytes of host memory used (Byte)
simInsts                                   1687652769                       # Number of instructions simulated (Count)
simOps                                     3107102163                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   295606                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     544235                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       1425243479                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.844512                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.184115                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3225501609                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  5602717                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3196409750                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                2227656                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            124002127                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         219666081                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              275897                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1425173080                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.242822                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.152724                       # Number of insts issued each cycle (Count)
system.cpu.executeStats0.numCCRegWrites    1087249207                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads      118570862                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites      61478182                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads    3626638395                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites   2305790959                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs         612399446                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads   1297453276                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites      3195104                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches          207037319                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     603121225                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                16870646                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                   28                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles           168                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.cacheLines                 272574117                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes               4744899                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         1425173080                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              2.350739                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.314129                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                868118585     60.91%     60.91% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 37725425      2.65%     63.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                 49805447      3.49%     67.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 29882240      2.10%     69.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 39685428      2.78%     71.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                 44583240      3.13%     75.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 25343541      1.78%     76.84% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                 50725790      3.56%     80.40% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                279303384     19.60%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           1425173080                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            1823688316                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.279563                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          370603224                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.260028                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    813616336                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      272572864                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         272572864                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     272572864                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        272572864                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         1253                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            1253                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         1253                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           1253                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst     88021000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total     88021000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst     88021000                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total     88021000                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    272574117                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     272574117                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    272574117                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    272574117                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000005                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000005                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000005                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000005                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 70248.204310                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 70248.204310                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 70248.204310                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 70248.204310                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          198                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            3                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs             66                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          234                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           234                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          234                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          234                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         1019                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         1019                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         1019                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         1019                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst     73800500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total     73800500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst     73800500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total     73800500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000004                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000004                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000004                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000004                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 72424.435721                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 72424.435721                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 72424.435721                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 72424.435721                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                    506                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    272572864                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       272572864                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         1253                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          1253                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst     88021000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total     88021000                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    272574117                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    272574117                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000005                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000005                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 70248.204310                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 70248.204310                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          234                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          234                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         1019                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         1019                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst     73800500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total     73800500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000004                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000004                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 72424.435721                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 72424.435721                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 712621739000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           510.882441                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            272573882                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               1018                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           267754.304519                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               82000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   510.882441                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.997817                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.997817                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           52                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          460                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         2180593954                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        2180593954                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 712621739000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   6760513                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   13381807                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   223415                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             3231104326                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts              3618321                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                371390133                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               246552507                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts               3079570                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    165821                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                     2434                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents         863985                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect        2526955                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      3532486                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              6059441                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               3182999546                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              3181742449                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                2132981297                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                3260197140                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.232420                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.654249                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                    32701303                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                17242790                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                31026                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation              863985                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                6524778                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads               481688                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                      8                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          354147343                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              4.994404                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             1.279265                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              353665445     99.86%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19                55084      0.02%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29                58768      0.02%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               367838      0.10%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                    1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                    7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                    1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139                 75      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                 32      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                 26      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                  5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                 30      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows                6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              692                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            354147343                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               368808977                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses               243962323                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       114                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                        27                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 712621739000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses               272574146                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       101                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 712621739000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 712621739000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                6760513                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                814927764                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                16265831                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles       31131930                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 540101437                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              15985605                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             3272924785                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                    47                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                8968156                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                      2                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                4382579                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands          5510858252                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                 10796537762                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               3736355929                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                 119464470                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            5217531482                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                293326721                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                 1708034                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing             1708035                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  33843264                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       4483589202                       # The number of ROB reads (Count)
system.cpu.rob.writes                      6482168579                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1687652769                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 3107102163                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                  2019                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                 1208                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty             16                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict                520                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                 291                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp                291                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq            1210                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         2543                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port          993                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                     3536                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        65152                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        31808                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                     96960                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                                 0                       # Total snoops (Count)
system.l2bus.snoopTraffic                           0                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples                1501                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean                      0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev                     0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                      1501    100.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                  1501                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED 712621739000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy              1034500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             1527000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy              721500                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests            2037                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests          536                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                51                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                   51                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst               51                       # number of overall hits (Count)
system.l2cache.overallHits::total                  51                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             968                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data             482                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               1450                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            968                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data            482                       # number of overall misses (Count)
system.l2cache.overallMisses::total              1450                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     71735000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data     37019000                       # number of demand (read+write) miss ticks (Tick)
