
---------- Begin Simulation Statistics ----------
simSeconds                                  18.390363                       # Number of seconds simulated (Second)
simTicks                                 18390362975000                       # Number of ticks simulated (Tick)
finalTick                                18390362975000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5903.36                       # Real time elapsed on the host (Second)
hostTickRate                               3115236238                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     839772                       # Number of bytes of host memory used (Byte)
simInsts                                   2767326375                       # Number of instructions simulated (Count)
simOps                                     2767326375                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   468771                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     468771                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          6250                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       2942458441                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.063286                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.940481                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3033168792                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 11308829                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     2955054753                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                2113636                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            277151245                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         156918109                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved              312591                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2869925995                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.029662                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.725688                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdSqrt            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAdd            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAlu            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCmp            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCvt            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatDiv            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMisc            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMult            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMultAcc            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMatMultAcc            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatSqrt            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAdd            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAlu            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceCmp            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceAdd            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash2            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash2            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma2            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     72.72% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead    422790273     15.28%     88.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite    318311890     11.50%     99.50% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead     12428061      0.45%     99.95% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite      1462571      0.05%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IprAccess            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total   2767326375                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl    532746349                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl    484498915                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl     48247434                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl    400172421                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl    132573928                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall     45586692                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn     45586691                       # Class of control type instructions committed (Count)
system.cpu.dcache.demandHits::cpu.data      730836590                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total         730836590                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data     730836590                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total        730836590                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data          997                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total             997                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data          997                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total            997                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data    138606248                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total    138606248                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data    138606248                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total    138606248                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data    730837587                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total     730837587                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data    730837587                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total    730837587                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.000001                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.000001                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.000001                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.000001                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 139023.317954                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 139023.317954                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 139023.317954                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 139023.317954                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs           15                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs            3                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs              5                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks           12                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total                12                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data          532                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total           532                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data          532                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total          532                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data          465                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total          465                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data          465                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total          465                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data     61175000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total     61175000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data     61175000                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total     61175000                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.000001                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.000001                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.000001                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.000001                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 131559.139785                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 131559.139785                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 131559.139785                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 131559.139785                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                    263                       # number of replacements (Count)
system.cpu.dcache.ReadReq.hits::cpu.data    411062452                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total       411062452                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data          674                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total           674                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data     95681250                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total     95681250                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data    411063126                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total    411063126                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.000002                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.000002                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 141960.311573                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 141960.311573                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data          277                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total          277                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data          397                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total          397                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data     53081250                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total     53081250                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.000001                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.000001                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 133705.919395                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMshrMissLatency::total 133705.919395                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.hits::cpu.data    319774138                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total      319774138                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data          323                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total          323                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data     42924998                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total     42924998                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data    319774461                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total    319774461                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.000001                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.000001                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 132894.730650                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 132894.730650                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data          255                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total          255                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data           68                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total           68                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data      8093750                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total      8093750                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.000000                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.000000                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 119025.735294                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 119025.735294                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 18390362975000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse           199.422086                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs            730837055                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs                465                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs           1571692.591398                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              650000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   199.422086                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.778993                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.778993                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024          202                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::4          202                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024     0.789062                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses         2923350813                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses        2923350813                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 18390362975000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles               1891404316                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles             265234384                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 643666244                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles              36083608                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles               33537443                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved            362930411                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred              27348640                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts             3238608503                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts              99501779                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts          2911723117                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches        559210438                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts       459750832                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts      333570594                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            0.989555                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numFpRegReads       52967897                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites      39267499                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads    3446273640                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites   2016115116                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs         793321426                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     98410606                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites     87235323                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches          443677220                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     807020217                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles               120776876                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                    1                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles            1                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                 469103103                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes              31778289                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         2869925995                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.203720                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.428307                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0               2121929420     73.94%     73.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                110238310      3.84%     77.78% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                114253469      3.98%     81.76% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 83450826      2.91%     84.67% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 75779618      2.64%     87.31% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                 70167228      2.44%     89.75% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 46699619      1.63%     91.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                 47923890      1.67%     93.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                199483615      6.95%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           2869925995                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            3454586202                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.174048                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          681729671                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.231687                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles   2002517338                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      372775261                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         372775261                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     372775261                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        372775261                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst     96327842                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total        96327842                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst     96327842                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total       96327842                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst 12562619156249                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total 12562619156249                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst 12562619156249                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total 12562619156249                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    469103103                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     469103103                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    469103103                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    469103103                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.205345                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.205345                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.205345                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.205345                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 130415.245431                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 130415.245431                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 130415.245431                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 130415.245431                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs           67                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           13                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs       5.153846                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst      9363266                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total       9363266                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst      9363266                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total      9363266                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst     86964576                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total     86964576                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst     86964576                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total     86964576                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst 10852224806250                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total 10852224806250                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst 10852224806250                       # number of overall MSHR miss ticks (Tick)
